X,Y,Z,formation
16256.5218,1000,-5239.6471,S2
18111.5678,1000,-5215.417,S2
19274.9431,1000,-5152.5078,S2
20102.8172,1000,-5180.3333,S2
21899.3524,1000,-5147.0354,S2
23311.2749,1000,-5089.4249,S2
23962.808,1000,-5031.919,S2
25414.9519,1000,-4987.5585,S2
26121.1855,1000,-4916.818,S2
27235.7259,1000,-4916.818,S2
27889.9814,1000,-4831.0675,S2
28375.616,1000,-4831.0675,S2
170.3193,1000,-5653.3556,S1
906.6747,1000,-5584.6734,S1
1564.4852,1000,-6884.7302,S1
1770.6643,1000,-6884.7302,S1
2187.9322,1000,-6997.5653,S1
3935.5481,1000,-7704.0113,S1
5621.9539,1000,-8221.1846,S1
6098.1301,1000,-8221.1846,S1
6662.6688,1000,-8074.0084,S1
7777.0196,1000,-7593.2327,S1
9104.4639,1000,-7057.5512,S1
9537.8302,1000,-7008.9178,S1
10367.1691,1000,-6818.0999,S1
10912.2683,1000,-6740.5713,S1
11296.0788,1000,-6740.5713,S1
11645.1724,1000,-6781.048,S1
13210.2414,1000,-6806.277,S1
14104.4552,1000,-6781.0252,S1
14549.9836,1000,-6736.6938,S1
15361.9639,1000,-6736.6938,S1
16425.8048,1000,-6827.2058,S1
16950.4095,1000,-6854.1902,S1
17879.2494,1000,-6813.7693,S1
18263.0594,1000,-6769.4379,S1
18975.7871,1000,-6734.6021,S1
19421.3156,1000,-6734.6021,S1
20094.43,1000,-6665.2137,S1
20680.0452,1000,-6634.2479,S1
21580.7457,1000,-6634.2479,S1
22553.5796,1000,-6590.0964,S1
23357.8452,1000,-6590.0964,S1
24398.672,1000,-6590.0964,S1
24680.2614,1000,-6563.0235,S1
25106.5028,1000,-6563.0235,S1
25830.3828,1000,-6614.3808,S1
684.9175,1000,-5186.9736,Falla1
906.6747,1000,-5584.6734,Falla1
1564.4852,1000,-6884.7302,Falla1
2260.924,1000,-8458.1884,Falla1
3588.0467,1000,-11591.8753,Falla1
3941.513,1000,-12426.5024,Falla1
29884.188,1000,-4525.0926,Falla2
28997.6358,1000,-5123.2324,Falla2
28565.6416,1000,-5460.5437,Falla2
26759.8033,1000,-6569.9185,Falla2
23972.9266,1000,-8281.9712,Falla2
18379.2516,1000,-11344.857,Falla2
15162.3512,1000,-13106.3104,Falla2
24392.154,1000,-12133.2517,Falla3
29803.5655,1000,-9125.0907,Falla3
