X,Y,Z,azimuth,dip,polarity,formation
6000.857,0,-1998.1382,0,0,1,PEm
11062.6488,0,25.9571,0,0,1,PEm
1417.1764,0,9.0584,0,0,1,N1m
4243.843,0,-513.892,270,2,1,N1m
8514.265,0,-1185.8691,90,87,1,oca_fault
9897.8059,0,-1087.9166,90,83,1,oca_fault2
1417.1764,0,9.0584,0,0,1,N1m
1.3442,0,4.4474,0,0,1,Qal
8566.1079,0,-30.2311,0,0,1,Qal
