X,Y,Z,azimuth,dip,polarity,formation
496.7053,0,450.3213,270,28,1,Jrq
700.0614,0,-485.9585,270,28,1,P3pc
978.253,0,-1269.3334,270,27,1,P3D
4135.8472,0,-3978.3621,0,0,1,P3co
2052.4746,0,-711.9191,90,50,1,FallaLaColonia
5519.6465,0,653.8702,90,26,1,Jrq
5636.4692,0,-406.9295,90,26,1,P3pc
5674.0879,0,-1238.778,90,26,1,P3D
